Epoch,Classification Loss (Fast RCNN) Training,Classification Loss (Fast RCNN) Testing,Box Regression Loss (Fast RCNN) Training,Box Regression Loss (Fast RCNN) Testing,Objectness Loss (RPN) Training,Objectness Loss (RPN) Testing, Box Regression Loss (RPN) Training, Box Regression Loss (RPN) Testing,Total Loss Training,Total Loss Testing,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_10,mar_100,mar_small,mar_medium,mar_large,map_per_class,mar_100_per_class,classes
16,0.3311046461776359,0.3376903172050203,0.411488231770771,0.4197246916592121,0.1947475111054391,0.2216594812593289,0.0932848407051612,0.0964940182332481,1.0306252305655137,1.0755685120821,0.0849640220403671,0.1650526970624923,0.0798647552728653,0.0396417044103145,0.0938200205564498,-1.0,0.0163443721830844,0.0776140838861465,0.1394558548927307,0.0636750012636184,0.1587080061435699,-1.0,"[0.09680193662643433, 0.07312610000371933]","[0.15698939561843872, 0.12192229926586151]","[1, 2]"
17,0.3299901407096803,0.3359457296984536,0.4105774048984665,0.415135454918657,0.1911158778311051,0.2210233187569039,0.0926509695415644,0.0962958870721714,1.024334396283651,1.068400393639292,0.0852637216448783,0.1670343875885009,0.0808369219303131,0.0367223992943763,0.0951860174536705,-1.0,0.0160372238606214,0.0778100565075874,0.1415641605854034,0.0638453960418701,0.1614180654287338,-1.0,"[0.09590688347816467, 0.0746205672621727]","[0.15774080157279968, 0.1253875344991684]","[1, 2]"
18,0.3288586093592889,0.3357941497649465,0.4093662042593218,0.4165456699473517,0.1875234995920633,0.2241361936820405,0.0921392631284969,0.09645542409271,1.0178875766464115,1.072931428040777,0.0913054272532463,0.1744732111692428,0.0884856730699539,0.0425472371280193,0.1011250242590904,-1.0,0.0165917593985795,0.0824186578392982,0.1458531320095062,0.0667888447642326,0.166001483798027,-1.0,"[0.10256049036979675, 0.08005034923553467]","[0.1641215980052948, 0.12758469581604004]","[1, 2]"
19,0.328107086039081,0.3363494420690195,0.4075272296814574,0.4143765190882342,0.1835555920434981,0.2261187112224953,0.09139014154519,0.0959571347172771,1.0105800518055552,1.0728018092257636,0.0928894579410553,0.1758761256933212,0.0902080908417701,0.0454058051109313,0.1021649166941642,-1.0,0.0164388194680213,0.0842790231108665,0.1486167013645172,0.0679133981466293,0.1693777441978454,-1.0,"[0.10348652303218842, 0.08229238539934158]","[0.165174201130867, 0.1320592164993286]","[1, 2]"
20,0.3269052253556005,0.3352471111076219,0.4058132085603537,0.412189460758652,0.1799689391531895,0.2336475670869861,0.0908860526978969,0.0961971789864557,1.0035734256518256,1.0772813260555267,0.0940732806921005,0.1771730482578277,0.0933834463357925,0.0448387339711189,0.1046228557825088,-1.0,0.0166678372770547,0.0854206532239914,0.1499651372432708,0.070756584405899,0.1703754365444183,-1.0,"[0.1053689494729042, 0.08277761191129684]","[0.16700923442840576, 0.1329209953546524]","[1, 2]"
21,0.3269676781192268,0.3451612229858126,0.40611775603491,0.4186069576867989,0.1754180181425871,0.2333809198545558,0.0901991175007574,0.0982759880966373,0.99870256879895,1.0954250799758094,0.0930771678686142,0.1771439909934997,0.0909610390663147,0.0415352769196033,0.1041890755295753,-1.0,0.0163801051676273,0.0850190967321395,0.1486594676971435,0.0732694268226623,0.1679736971855163,-1.0,"[0.10358788818120956, 0.08256646245718002]","[0.16446003317832947, 0.13285888731479645]","[1, 2]"
22,0.3265294706084065,0.3391804732382297,0.4057794436044299,0.4132907507675035,0.1722989037786562,0.2412523475608655,0.0895471508355484,0.0964786447584629,0.99415496790532,1.0902022165911538,0.0969659760594368,0.180733636021614,0.0958801433444023,0.0476222224533557,0.1070963367819786,-1.0,0.0165902227163314,0.0867973938584327,0.1515630930662155,0.0705783888697624,0.1725209653377533,-1.0,"[0.10709843784570694, 0.08683352172374725]","[0.167894184589386, 0.13523200154304504]","[1, 2]"
23,0.3263883503134717,0.3329370314521448,0.4057695028400913,0.4055129348167351,0.1669799600218989,0.247923559908356,0.0888437488183532,0.097043144782739,0.9879815621474356,1.0834166652389936,0.0966773629188537,0.1843857020139694,0.0948616713285446,0.0456438809633255,0.1074079871177673,-1.0,0.016508687287569,0.0869681909680366,0.1510717719793319,0.0727884024381637,0.1715974658727646,-1.0,"[0.10650146007537842, 0.0868532583117485]","[0.1663292497396469, 0.13581427931785583]","[1, 2]"
24,0.3260551560478112,0.3384972086974552,0.4063745998230177,0.4084370567330292,0.1643292129654245,0.2558902094938925,0.0883686593973759,0.0969282613535012,0.9851276275423384,1.099752739071846,0.0978697910904884,0.1827761083841323,0.097242422401905,0.0489681214094162,0.1082078590989112,-1.0,0.0165759716182947,0.0880488157272338,0.1525050848722458,0.0719622075557708,0.1734926551580429,-1.0,"[0.10786142945289612, 0.08787814527750015]","[0.16795627772808075, 0.13705389201641083]","[1, 2]"
25,0.3250124996777662,0.3470549008675984,0.4049348149102987,0.4134893124657018,0.1599944892156984,0.2570559214800596,0.0875339958547931,0.0987189829881702,0.977475801386784,1.1163191220590047,0.0978458076715469,0.1816829293966293,0.0980641990900039,0.0479160472750663,0.1084525808691978,-1.0,0.0167082101106643,0.088763527572155,0.1522504538297653,0.0762453228235244,0.1719124019145965,-1.0,"[0.10887864232063293, 0.08681295812129974]","[0.16786624491214752, 0.13663466274738312]","[1, 2]"
26,0.3237670964186953,0.3406275532075337,0.4049370898721144,0.4043028386575835,0.1567409764399233,0.2612332321171249,0.0868302047943946,0.0979497608329568,0.9722753671026722,1.104113376566342,0.0995165780186653,0.183645024895668,0.1001024916768074,0.0485166572034359,0.1105592474341392,-1.0,0.0167369432747364,0.0902988165616989,0.154070183634758,0.0756067261099815,0.1745506823062896,-1.0,"[0.10943382978439331, 0.08959931880235672]","[0.16902130842208862, 0.13911907374858856]","[1, 2]"
27,0.3203924084754334,0.3398777709475585,0.4030943946125581,0.4033721052110195,0.153807522248976,0.274847660479801,0.0857642303345744,0.0992716360571129,0.963058556478048,1.11736917921475,0.0992538481950759,0.1848866939544677,0.1001340746879577,0.0483868345618248,0.1097006276249885,-1.0,0.0164967849850654,0.0901311337947845,0.155849814414978,0.0718959644436836,0.1780269742012024,-1.0,"[0.11032663285732269, 0.08818107098340988]","[0.17030055820941925, 0.1413990557193756]","[1, 2]"
28,0.3195434235727664,0.3420540557375976,0.4037391418955989,0.4041992452527795,0.149786672257271,0.282377913860338,0.0850197820703393,0.0992562068360192,0.9580890222923044,1.1278874235493797,0.0993449240922927,0.1835063099861145,0.1007883921265602,0.0477970540523529,0.1108868271112442,-1.0,0.0167252793908119,0.0905285999178886,0.1541414111852646,0.0738412290811538,0.1753338873386383,-1.0,"[0.10979150235652924, 0.08889832347631454]","[0.16821399331092834, 0.14006882905960083]","[1, 2]"
29,0.3177351539896935,0.346171674983842,0.4026320922313277,0.4059499874711036,0.1470569069545293,0.2858869883098772,0.08400541494034,0.0995846183172294,0.951429568307916,1.1375932608331951,0.0991668850183487,0.1830189824104309,0.1015924513339996,0.0496104173362255,0.1103182211518287,-1.0,0.0165167059749364,0.0901454091072082,0.1549754291772842,0.0767105668783187,0.1755758821964264,-1.0,"[0.10925298184156418, 0.0890808030962944]","[0.16926349699497223, 0.14068736135959625]","[1, 2]"
30,0.3155641256226706,0.3407187099967684,0.4028238305418761,0.4016391842492989,0.1440964045444714,0.2905424250555889,0.0834952206878932,0.1001690956098692,0.9459795850453916,1.1330694087914055,0.0997597798705101,0.1834221333265304,0.1015670895576477,0.0467516332864761,0.1115302890539169,-1.0,0.0166629236191511,0.0902215242385864,0.153443157672882,0.0763741582632064,0.173813909292221,-1.0,"[0.1088995486497879, 0.0906200036406517]","[0.16542258858680725, 0.1414637267589569]","[1, 2]"
31,0.3137171512719282,0.3445058661912168,0.4017996703533782,0.4004865682550839,0.1399262171891546,0.3013844702925001,0.082291040723164,0.1009290006810001,0.9377340800368908,1.1473059015614646,0.098928652703762,0.1805850714445114,0.1016396805644035,0.0477107390761375,0.1109459102153778,-1.0,0.016479205340147,0.0901120156049728,0.1526682674884796,0.0770323798060417,0.1728105843067169,-1.0,"[0.10880936682224274, 0.08904793858528137]","[0.1661708801984787, 0.13916565477848053]","[1, 2]"
32,0.3126291402221955,0.3445382501397814,0.4034315625724104,0.4015427817191396,0.1374639363709798,0.3107840988252844,0.0813047972690198,0.1011498648939388,0.9348294335542264,1.1580150042261397,0.1002973243594169,0.182432547211647,0.1033153161406517,0.0496055595576763,0.1120325401425361,-1.0,0.0168637111783027,0.0915132835507392,0.1525262296199798,0.077842079102993,0.1722070276737213,-1.0,"[0.11046519130468369, 0.09012948721647263]","[0.1657237708568573, 0.13932868838310242]","[1, 2]"
33,0.3101595684732358,0.3540818425161497,0.4023229172549297,0.4111067695277078,0.1338460792585746,0.3149077748613698,0.0804138732786031,0.1011160254212362,0.92674243603785,1.1812124103307724,0.095685988664627,0.1793124824762344,0.0959157571196556,0.044082622975111,0.1080449298024177,-1.0,0.0163443647325038,0.0877732709050178,0.1485408693552017,0.0777039527893066,0.1670452952384948,-1.0,"[0.10585810244083405, 0.08551386743783951]","[0.16211888194084167, 0.13496287167072296]","[1, 2]"
34,0.3096141993385,0.3520856552890369,0.4042683592469422,0.4031098995889936,0.1308042523403143,0.3374617610658918,0.0794222724345541,0.102653132751584,0.924109080095881,1.1953104415110178,0.0988923460245132,0.1810057163238525,0.100780040025711,0.046943973749876,0.1105137318372726,-1.0,0.0165542382746934,0.0903780758380889,0.1533733159303665,0.0743972361087799,0.1743007600307464,-1.0,"[0.10803982615470886, 0.08974487334489822]","[0.16504999995231628, 0.14169664680957794]","[1, 2]"
35,0.3083235664465992,0.3564936806048666,0.4027682548945712,0.4073092341423034,0.1283624323142558,0.3352310726685183,0.0785781136646713,0.102108174535845,0.9180323662831612,1.2011421578271049,0.0980254709720611,0.1802575141191482,0.0992290750145912,0.0485022217035293,0.1098823770880699,-1.0,0.0162672605365514,0.08970657736063,0.150443434715271,0.0794727131724357,0.1692174524068832,-1.0,"[0.10808473825454712, 0.087966188788414]","[0.16283921897411346, 0.13804766535758972]","[1, 2]"
36,0.3060879994606234,0.3567838871053287,0.4026601643291945,0.4025176593235561,0.1263784380610456,0.3397662762020315,0.0779474104764228,0.1034733533327068,0.913074008890034,1.202541178890637,0.0985792279243469,0.1797078251838684,0.1008512750267982,0.0495035760104656,0.1100822836160659,-1.0,0.0164574477821588,0.0910109877586364,0.1499007046222686,0.0760124772787094,0.1692841500043869,-1.0,"[0.10917836427688599, 0.08798009157180786]","[0.1633298099040985, 0.13647162914276123]","[1, 2]"
37,0.303643301743822,0.3546760619751045,0.4022885345921074,0.3966366026018347,0.1234464242900769,0.3525447675159999,0.077163916042785,0.1027863722826753,0.9065421782818036,1.2066437985215868,0.0985916927456855,0.1779588609933853,0.100992776453495,0.0483535081148147,0.1097468584775924,-1.0,0.0163247007876634,0.0907361656427383,0.1499143093824386,0.0784545391798019,0.1688577234745025,-1.0,"[0.1084609180688858, 0.08872246742248535]","[0.16159720718860626, 0.13823141157627106]","[1, 2]"
38,0.3017512942405091,0.364795585828168,0.4010795491565134,0.4061958113951342,0.1212077905452743,0.3551136500069073,0.0765311886201199,0.1032748654750841,0.900569817761785,1.2293799136366164,0.0965246632695198,0.1765153855085373,0.0990236848592758,0.0472424067556858,0.1088863089680671,-1.0,0.0164134465157985,0.0898007526993751,0.1482245624065399,0.0766641125082969,0.1670213788747787,-1.0,"[0.10642777383327484, 0.08662154525518417]","[0.15961000323295593, 0.1368391066789627]","[1, 2]"
39,0.2999487192053156,0.3653833929981504,0.3997007465546893,0.4025298277182238,0.1186964100937253,0.3694739453494549,0.0754515763333777,0.1048863383808306,0.8937974523023232,1.2422735116311483,0.0975703671574592,0.1766534745693206,0.1008319556713104,0.0501788668334484,0.1087154820561409,-1.0,0.0164173543453216,0.0908803418278694,0.1477281302213668,0.0770312696695327,0.1661554872989654,-1.0,"[0.1070982813835144, 0.08804246783256531]","[0.16039247810840607, 0.1350637823343277]","[1, 2]"
40,0.2979786053453524,0.3651904932090214,0.4015204562354333,0.4045791705804212,0.1160197244937887,0.3798074110278061,0.0744466017547649,0.1046978654339909,0.8899653898071997,1.2542749430452074,0.0971539467573165,0.1754768788814544,0.1000409871339798,0.0475048162043094,0.1085374355316162,-1.0,0.0163135752081871,0.0904702320694923,0.1473792493343353,0.0786712318658828,0.1656750440597534,-1.0,"[0.10645703971385956, 0.08785087615251541]","[0.15735267102718353, 0.1374058574438095]","[1, 2]"
41,0.2960352704082568,0.3726269373936312,0.3980459996412709,0.4033183663019112,0.114541443583277,0.3800714654581887,0.0735404627378454,0.104872727766633,0.882163178982194,1.2608895003795624,0.0964989438652992,0.1754925996065139,0.0985866412520408,0.0485691539943218,0.1075193434953689,-1.0,0.0164090450853109,0.0896371752023696,0.1468318998813629,0.0777340978384018,0.1651510745286941,-1.0,"[0.10582136362791061, 0.08717654645442963]","[0.1577252596616745, 0.13593851029872894]","[1, 2]"
42,0.2929716145562142,0.3780020565858909,0.3971207290887832,0.4071323994014944,0.1122120883815067,0.3949382225317614,0.0726755000458857,0.107283801239516,0.8749799298256943,1.2873564852135522,0.0964142307639122,0.1744232922792434,0.1004789546132087,0.0478506572544574,0.1074689775705337,-1.0,0.016371002420783,0.0902207121253013,0.1467466652393341,0.0804266184568405,0.1640146523714065,-1.0,"[0.1065850704908371, 0.08624338358640671]","[0.15864434838294983, 0.13484898209571838]","[1, 2]"
43,0.2911415674637273,0.3711195471031325,0.3959884586715206,0.401529634637492,0.1097200991413027,0.3955853943313871,0.0718262296400426,0.1052324628191334,0.8686763515177461,1.2734670341014862,0.0973107665777206,0.1730054169893264,0.1002617925405502,0.0491799674928188,0.1086810082197189,-1.0,0.0163430795073509,0.089834414422512,0.145132765173912,0.0798601061105728,0.162608802318573,-1.0,"[0.10574474930763245, 0.08887678384780884]","[0.15638700127601624, 0.13387852907180786]","[1, 2]"
44,0.2891002549338586,0.3767155525939805,0.394453429991437,0.4068126641213894,0.1077333156057854,0.4051586181989738,0.0710789129406828,0.1065962323918938,0.8623659097656762,1.2952830621174405,0.0947075858712196,0.1729231029748916,0.0957938209176063,0.0446368120610713,0.1063800901174545,-1.0,0.0161034632474184,0.0875350460410118,0.1437541246414184,0.0760179907083511,0.1618559956550598,-1.0,"[0.10277660191059113, 0.08663859218358994]","[0.15387816727161407, 0.13363008201122284]","[1, 2]"
45,0.2860490361747053,0.3879893853196076,0.3927356199812643,0.4108926409057208,0.1049543991300863,0.4241530091634818,0.0702570765903315,0.1077239818072744,0.8539961327597038,1.330759014402117,0.0942437574267387,0.1703965812921524,0.0965024456381797,0.0452890805900096,0.1051719486713409,-1.0,0.016072416678071,0.0875355526804924,0.1417740285396576,0.0806597992777824,0.1580323725938797,-1.0,"[0.10261271893978119, 0.08587478846311569]","[0.15162082016468048, 0.1319272220134735]","[1, 2]"
46,0.2827522926723834,0.3858578370085784,0.390605229845981,0.4048602000943252,0.1028776332044724,0.4263787674052374,0.0691920228148858,0.1067427094759685,0.8454271776160014,1.3238395154476166,0.094783253967762,0.1711176931858062,0.0989096537232399,0.0482843779027462,0.1057667806744575,-1.0,0.0161595996469259,0.0890148729085922,0.1440826207399368,0.0759271159768104,0.1622762084007263,-1.0,"[0.10449676215648651, 0.08506973087787628]","[0.1558653712272644, 0.13229988515377045]","[1, 2]"
47,0.2803406346704542,0.3927160655813558,0.3882688667970834,0.4097481652029923,0.1010719760868352,0.4344515220395156,0.0683787039951565,0.1068534986781222,0.8380601851596046,1.343769262943949,0.0947563201189041,0.1709545403718948,0.0974031761288642,0.0464385189116001,0.1059439703822135,-1.0,0.0162245407700538,0.0887568816542625,0.1431813836097717,0.0781313851475715,0.160390168428421,-1.0,"[0.1056479662656784, 0.08386466652154922]","[0.15430353581905365, 0.13205920159816742]","[1, 2]"
48,0.2779640096057321,0.3890353558318956,0.3862573903860505,0.4067033332373415,0.0989816506038007,0.4377068483403751,0.0675379547684155,0.1077691073130284,0.8307410023876072,1.3412146461861474,0.0956689640879631,0.1714293658733368,0.0996113568544387,0.0473457984626293,0.1063575223088264,-1.0,0.0164512507617473,0.0888580605387687,0.1436062157154083,0.0804669633507728,0.1601986438035965,-1.0,"[0.10483834892511368, 0.08649957180023193]","[0.15564490854740143, 0.13156750798225403]","[1, 2]"
49,0.2760411652246701,0.3921802251466683,0.3841503098146203,0.4084885519530092,0.0980204138712784,0.4531592364822115,0.0671994836098447,0.1087514558540923,0.825411375957666,1.3625794798135755,0.0950888246297836,0.172474205493927,0.0986264199018478,0.0487750768661499,0.1055109798908233,-1.0,0.0164289958775043,0.088530495762825,0.1431231945753097,0.0791124552488327,0.1600381433963775,-1.0,"[0.10316552966833115, 0.08701211214065552]","[0.15366701781749725, 0.13257938623428345]","[1, 2]"
50,0.2725800175181369,0.3967179097235203,0.3808169269684663,0.4086421403501715,0.0961688437028644,0.46808961512787,0.0663460528036368,0.1086225626724106,0.8159118417612056,1.382072233728,0.0930444523692131,0.1684692800045013,0.0968136936426162,0.045733954757452,0.1042609959840774,-1.0,0.0160322897136211,0.0878882110118866,0.1402039676904678,0.0814541578292846,0.1555549949407577,-1.0,"[0.10162579268217087, 0.08446309715509415]","[0.15110227465629578, 0.1293056607246399]","[1, 2]"
51,0.2687952275743189,0.39595752581954,0.3767781955065186,0.4057843472276415,0.0932136497546717,0.4629649237862655,0.0652300319490359,0.1097411680966615,0.8040171062823424,1.374447952423777,0.0940051451325416,0.1713875234127044,0.0975458249449729,0.0444257259368896,0.1056491732597351,-1.0,0.0160545334219932,0.0882753804326057,0.1422697603702545,0.0789913460612297,0.158946543931961,-1.0,"[0.10291440039873123, 0.08509589731693268]","[0.15294355154037476, 0.13159598410129547]","[1, 2]"
52,0.2667624163873416,0.3982551949364798,0.3758075652048759,0.4077000857463905,0.0920158179918515,0.4885536512093885,0.0648259817977848,0.1094204879232815,0.7994117822843728,1.4039294230086463,0.0950174629688263,0.1729448139667511,0.0982854142785072,0.046473279595375,0.1057596057653427,-1.0,0.0161707382649183,0.0889212861657142,0.1441702991724014,0.0780898034572601,0.1619613170623779,-1.0,"[0.10240892320871353, 0.08762599527835846]","[0.15321989357471466, 0.1351207196712494]","[1, 2]"
53,0.2627209792124856,0.4059210089700563,0.3715193780119886,0.4080850897090776,0.0900078507274696,0.4924525442932333,0.0637275219232458,0.1097721803401197,0.7879757275900889,1.4162308211837495,0.0934554412961006,0.1687898784875869,0.0978540182113647,0.0481250211596488,0.1042230874300003,-1.0,0.0162020232528448,0.088166169822216,0.1414944976568222,0.0776996091008186,0.1585789322853088,-1.0,"[0.10204260051250458, 0.08486829698085785]","[0.15202447772026062, 0.1309645026922226]","[1, 2]"
54,0.2606292361604799,0.4046495519578457,0.3696519253180199,0.4060094175594194,0.0886396203842974,0.4949720677520547,0.0633444866530366,0.1099578264568533,0.7822652658850876,1.4155888706445694,0.0929117649793624,0.1680708080530166,0.0966284722089767,0.0489812344312667,0.1031287461519241,-1.0,0.0160302333533763,0.0888063833117485,0.1429296284914016,0.0772089138627052,0.1603740900754928,-1.0,"[0.10096654295921326, 0.08485696464776993]","[0.1537974327802658, 0.13206180930137634]","[1, 2]"
55,0.2578341787316136,0.4205323824925082,0.3666972974219273,0.4109680242836475,0.0868395288887712,0.5087074291493211,0.0626371016092214,0.1103374518986259,0.7740081054033693,1.4505452854292733,0.0927439033985138,0.1669268608093261,0.0960966646671295,0.048644945025444,0.1024197414517402,-1.0,0.0160190686583518,0.0876087248325347,0.1397757083177566,0.0776446834206581,0.1561678946018219,-1.0,"[0.10213885456323624, 0.08334895968437195]","[0.15066757798194885, 0.12888382375240326]","[1, 2]"
56,0.2550022646631162,0.4066381273525102,0.3626462030656558,0.4053627790084907,0.0858224253602249,0.4951785611254828,0.0619387595923905,0.1103441201682601,0.7654096496473882,1.417523586324283,0.0930517837405204,0.1677196770906448,0.0971214175224304,0.0471304506063461,0.1037617400288581,-1.0,0.0161285381764173,0.0884116888046264,0.1394815593957901,0.0805125683546066,0.1551941335201263,-1.0,"[0.1023060604929924, 0.08379752188920975]","[0.14954355359077454, 0.12941952049732208]","[1, 2]"
